country,year,sex,age,suicides_no,population,suicides_per_100k
Australia,2000,male,55-74 years,281,1522620.0,18.455031458932627
Australia,2000,male,75+ years,115,416077.0,27.63911487537163
Australia,2001,female,15-24 years,63,1303713.0,4.832351905672491
Australia,2001,female,25-34 years,109,1445867.0,7.538729357541185
Australia,2001,female,35-54 years,226,2827367.0,7.993302602739581
Australia,2001,female,5-14 years,4,1317968.0,0.30349750525050684
Australia,2001,female,55-74 years,81,1585702.0,5.108147684747828
Australia,2001,female,75+ years,39,677113.0,5.7597476344421095
Australia,2001,male,15-24 years,280,1351444.0,20.718579534187135
Australia,2001,male,25-34 years,489,1427829.0,34.247798580922506
Australia,2001,male,35-54 years,752,2803465.0,26.8239482212191
Australia,2001,male,5-14 years,4,1386873.0,0.28841862232518767
Australia,2001,male,55-74 years,296,1566014.0,18.901491302121183
Australia,2001,male,75+ years,115,437528.0,26.284032107659392
Australia,2002,female,15-24 years,58,1316527.0,4.405530611981372
Australia,2002,female,25-34 years,103,1444148.0,7.132232984430958
Australia,2002,female,35-54 years,213,2845525.0,7.485437660888588
Australia,2002,female,5-14 years,4,1321845.0,0.3026073404975621
Australia,2002,female,55-74 years,92,1643643.0,5.597322532934464
Australia,2002,female,75+ years,36,696793.0,5.166527218269988
Australia,2002,male,15-24 years,246,1372770.0,17.91997202736074
Australia,2002,male,25-34 years,452,1433165.0,31.5385876713428
Australia,2002,male,35-54 years,744,2820596.0,26.377403924560625
Australia,2002,male,5-14 years,4,1391412.0,0.2874777564085979
Australia,2002,male,55-74 years,266,1626692.0,16.352204350915848
Australia,2002,male,75+ years,101,456942.0,22.10346170848817
Australia,2003,female,15-24 years,48,1333189.0,3.600389742189592
Australia,2003,female,25-34 years,106,1444160.0,7.33990693551961
Australia,2003,female,35-54 years,195,2868971.0,6.7968620108045705
Australia,2003,female,5-14 years,7,1323202.0,0.5290197566206822
Australia,2003,female,55-74 years,91,1697104.0,5.3620756300144246
Australia,2003,female,75+ years,24,716236.0,3.3508508368749967
Australia,2003,male,15-24 years,243,1394989.0,17.419492196712664
Australia,2003,male,25-34 years,394,1437607.0,27.406655643719045
Australia,2003,male,35-54 years,654,2840522.0,23.023937149580252
Australia,2003,male,5-14 years,7,1393719.0,0.5022533236613693
Australia,2003,male,55-74 years,284,1681943.0,16.88523332835893
Australia,2003,male,75+ years,103,476387.0,21.621076981529722
Australia,2004,female,15-24 years,67,1364452.0,4.910396261649366
Australia,2004,female,25-34 years,82,1446557.0,5.66863248389106
Australia,2004,female,35-54 years,183,2902618.0,6.304653247516553
Australia,2004,female,5-14 years,1,1329715.0,0.07520408508590187
Australia,2004,female,55-74 years,69,1741477.0,3.962153964709267
Australia,2004,female,75+ years,40,726532.0,5.505607461199231
Australia,2004,male,15-24 years,205,1420482.0,14.431721063695282
Australia,2004,male,25-34 years,386,1441319.0,26.78102488068221
Australia,2004,male,35-54 years,655,2868425.0,22.834830961241796
Australia,2004,male,5-14 years,7,1402222.0,0.4992076860867965
Australia,2004,male,55-74 years,293,1721736.0,17.01770770896351
Australia,2004,male,75+ years,126,489016.0,25.766028105419863
Australia,2005,female,15-24 years,185,1365323.0,13.549907238067474
Australia,2005,female,25-34 years,185,1444503.0,12.80717312459718
Australia,2005,female,35-54 years,185,2902348.0,6.374149481729965
Australia,2005,female,5-14 years,185,1329981.0,13.909973149992368
Australia,2005,female,55-74 years,185,1744218.0,10.606472356093102
Australia,2005,female,75+ years,185,726893.0,25.450788492941875
Australia,2005,male,15-24 years,185,1420120.0,13.027068135087175
Australia,2005,male,25-34 years,185,1439379.0,12.852764977118605
Australia,2005,male,35-54 years,185,2864474.0,6.45842831877685
Australia,2005,male,5-14 years,185,1402451.0,13.191191706519515
Australia,2005,male,55-74 years,185,1722650.0,10.73926798827388
Australia,2005,male,75+ years,185,489314.0,37.808033287418716
Australia,2006,female,15-24 years,68,1388615.0,4.896965681632418
Australia,2006,female,25-34 years,74,1444570.0,5.122631648172121
Australia,2006,female,35-54 years,195,2934459.0,6.645177185982152
Australia,2006,female,5-14 years,1,1332380.0,0.07505366336930906
Australia,2006,female,55-74 years,115,1798232.0,6.3951703673385865
Australia,2006,female,75+ years,41,743060.0,5.517724006136786
Australia,2006,male,15-24 years,230,1446866.0,15.89642717432022
Australia,2006,male,25-34 years,277,1442942.0,19.19689079671948
Australia,2006,male,35-54 years,686,2894571.0,23.699539586349758
Australia,2006,male,5-14 years,7,1404186.0,0.49850945672439406
Australia,2006,male,55-74 years,309,1772439.0,17.433604203021936
Australia,2006,male,75+ years,114,506926.0,22.488489444218683
Australia,2007,female,15-24 years,66,1440419.0,4.5820000985824265
Australia,2007,female,25-34 years,90,1460752.0,6.16121011643318
Australia,2007,female,35-54 years,219,3025248.0,7.239075936914924
Australia,2007,female,5-14 years,4,1337384.0,0.2990913604469621
Australia,2007,female,55-74 years,118,1911478.0,6.173233487385155
Australia,2007,female,75+ years,33,770691.0,4.281871722908403
Australia,2007,male,15-24 years,234,1515524.0,15.44020418020434
Australia,2007,male,25-34 years,341,1470431.0,23.190479526070927
Australia,2007,male,35-54 years,687,2977977.0,23.069352113867904
Australia,2007,male,5-14 years,8,1408182.0,0.5681083837174457
Australia,2007,male,55-74 years,305,1877160.0,16.247949029384817
Australia,2007,male,75+ years,124,539184.0,22.997715065728954
Australia,2008,female,15-24 years,60,1473105.0,4.0730294174549675
Australia,2008,female,25-34 years,90,1494968.0,6.020195750009364
Australia,2008,female,35-54 years,231,3066609.0,7.532750344109732
Australia,2008,female,5-14 years,3,1340626.0,0.22377605685702054
Australia,2008,female,55-74 years,97,1974752.0,4.912009204193741
Australia,2008,female,75+ years,27,781742.0,3.4538249192188726
Australia,2008,male,15-24 years,228,1560974.0,14.606265062710845
Australia,2008,male,25-34 years,354,1512033.0,23.41218743241715
Australia,2008,male,35-54 years,765,3015761.0,25.366731647501243
Australia,2008,male,5-14 years,8,1411650.0,0.5667127120745227
Australia,2008,male,55-74 years,357,1935161.0,18.448077446786083
Australia,2008,male,75+ years,121,552931.0,21.88338147074409
Australia,2009,female,15-24 years,66,1506719.0,4.380378823124949
Australia,2009,female,25-34 years,103,1541393.0,6.6822672738230935
Australia,2009,female,35-54 years,221,3104929.0,7.117715091069715
Australia,2009,female,5-14 years,3,1345910.0,0.22289751915061184
Australia,2009,female,55-74 years,116,2037989.0,5.691885481226836
Australia,2009,female,75+ years,43,792218.0,5.427798913935305
Australia,2009,male,15-24 years,210,1605456.0,13.080395850150985
Australia,2009,male,25-34 years,336,1567118.0,21.4406317839499
Australia,2009,male,35-54 years,755,3051649.0,24.740722147271853
Australia,2009,male,5-14 years,0,1417269.0,0.0
Australia,2009,male,55-74 years,349,1991883.0,17.521109422591586
Australia,2009,male,75+ years,135,566784.0,23.818597560975608
Australia,2010,female,15-24 years,80,1521652.0,5.25744388335835
Australia,2010,female,25-34 years,94,1579905.0,5.949724825226833
Australia,2010,female,35-54 years,228,3132534.0,7.278452524378027
Australia,2010,female,5-14 years,4,1348336.0,0.2966619596302405
Australia,2010,female,55-74 years,104,2103428.0,4.944309954987762
Australia,2010,female,75+ years,43,805401.0,5.338955377507602
Australia,2010,male,15-24 years,222,1618860.0,13.71335384159223
Australia,2010,male,25-34 years,311,1606526.0,19.358541349470848
Australia,2010,male,35-54 years,816,3076853.0,26.520604006756255
Australia,2010,male,5-14 years,7,1420846.0,0.49266422962094414
Australia,2010,male,55-74 years,360,2051197.0,17.55072769704714
Australia,2010,male,75+ years,151,582009.0,25.944615976728883
Australia,2011,female,15-24 years,93,1495053.0,6.220515259325254
Australia,2011,female,25-34 years,85,1584036.0,5.366039660714781
Australia,2011,female,35-54 years,230,3124328.0,7.361583034815807
Australia,2011,female,5-14 years,9,1351751.0,0.6658030953925687
Australia,2011,female,55-74 years,118,2139108.0,5.51631801666863
Australia,2011,female,75+ years,45,817927.0,5.501713478097678
Australia,2011,male,15-24 years,242,1570069.0,15.413335337491535
Australia,2011,male,25-34 years,347,1610295.0,21.548846639901384
Australia,2011,male,35-54 years,704,3072726.0,22.911252093418028
Australia,2011,male,5-14 years,7,1423748.0,0.4916600409623051
Australia,2011,male,55-74 years,366,2104816.0,17.38869335846934
Australia,2011,male,75+ years,146,588053.0,24.827694102402333
Australia,2012,female,15-24 years,109,1503934.0,7.247658474374541
Australia,2012,female,25-34 years,98,1630077.0,6.011985936860651
Australia,2012,female,35-54 years,258,3149749.0,8.19112888042825
Australia,2012,female,5-14 years,10,1368580.0,0.7306843589706119
Australia,2012,female,55-74 years,123,2206179.0,5.575250240347678
Australia,2012,female,75+ years,52,832122.0,6.249083668019834
Australia,2012,male,15-24 years,217,1579672.0,13.737028952845906
Australia,2012,male,25-34 years,351,1657638.0,21.174707626152394
Australia,2012,male,35-54 years,802,3098534.0,25.8832079944903
Australia,2012,male,5-14 years,6,1442602.0,0.4159151311311089
Australia,2012,male,55-74 years,396,2162980.0,18.308074970642355
Australia,2012,male,75+ years,158,606842.0,26.03643122921617
Australia,2013,female,15-24 years,95,1512779.0,6.279833339833512
Australia,2013,female,25-34 years,95,1676648.0,5.666067057605413
Australia,2013,female,35-54 years,275,3171477.0,8.67103876206575
Australia,2013,female,5-14 years,6,1389383.0,0.43184636633671203
Australia,2013,female,55-74 years,145,2276104.0,6.3705349140461065
Australia,2013,female,75+ years,48,847577.0,5.663202281326653
Australia,2013,male,15-24 years,267,1591539.0,16.77621472046868
Australia,2013,male,25-34 years,329,1702401.0,19.325646542735818
Australia,2013,male,35-54 years,754,3118829.0,24.175740317920607
Australia,2013,male,5-14 years,16,1464302.0,1.0926707741982187
Australia,2013,male,55-74 years,418,2221866.0,18.813015726420943
Australia,2013,male,75+ years,160,627275.0,25.507153959587104
Australia,2014,female,15-24 years,96,1520955.0,6.3118238212175894
Australia,2014,female,25-34 years,119,1716803.0,6.9314883536433705
Australia,2014,female,35-54 years,277,3189475.0,8.684814899003754
Australia,2014,female,5-14 years,15,1408758.0,1.064767688985617
Australia,2014,female,55-74 years,157,2344644.0,6.69611250151409
Australia,2014,female,75+ years,45,865915.0,5.196814929871869
Australia,2014,male,15-24 years,271,1604935.0,16.88541903566188
Australia,2014,male,25-34 years,404,1730968.0,23.33954180550998
Australia,2014,male,35-54 years,866,3130341.0,27.664717677722653
Australia,2014,male,5-14 years,6,1485754.0,0.40383535901636475
Australia,2014,male,55-74 years,471,2279114.0,20.66592544295722
Australia,2014,male,75+ years,164,649925.0,25.233680809324156
Australia,2015,female,15-24 years,110,1526305.0,7.206947497387481
Australia,2015,female,25-34 years,119,1747715.0,6.808890465550733
Australia,2015,female,35-54 years,294,3203643.0,9.177052499295334
Australia,2015,female,5-14 years,8,1428159.0,0.5601617186881853
Australia,2015,female,55-74 years,152,2411343.0,6.303541221634583
Australia,2015,female,75+ years,52,884347.0,5.880044824034004
Australia,2015,male,15-24 years,281,1608990.0,17.464372059490735
Australia,2015,male,25-34 years,423,1762265.0,24.003200426723563
Australia,2015,male,35-54 years,944,3149299.0,29.97492457845381
Australia,2015,male,5-14 years,6,1507502.0,0.3980094222097218
Australia,2015,male,55-74 years,457,2337430.0,19.551387635137736
Australia,2015,male,75+ years,181,673787.0,26.863088780282194
Austria,1979,female,15-24 years,135,587800.0,22.966995576726777
Austria,1979,female,25-34 years,135,496000.0,27.21774193548387
Austria,1979,female,35-54 years,135,933900.0,14.455509155155799
Austria,1979,female,5-14 years,135,557800.0,24.202223019003227
Austria,1979,female,55-74 years,135,870500.0,15.508328546812178
Austria,1979,female,75+ years,135,296700.0,45.5005055611729
Austria,1979,male,15-24 years,135,611000.0,22.094926350245498
Austria,1979,male,25-34 years,135,507000.0,26.62721893491124
Austria,1979,male,35-54 years,135,903600.0,14.9402390438247
Austria,1979,male,5-14 years,135,584200.0,23.10852447791852
Austria,1979,male,55-74 years,135,573800.0,23.527361449982575
Austria,1979,male,75+ years,135,141900.0,95.13742071881607
Austria,1980,female,15-24 years,40,600800.0,6.657789613848202
Austria,1980,female,25-34 years,56,502600.0,11.142061281337048
Austria,1980,female,35-54 years,160,924100.0,17.31414349096418
Austria,1980,female,5-14 years,4,540400.0,0.7401924500370096
Austria,1980,female,55-74 years,227,871300.0,26.053024216687707
Austria,1980,female,75+ years,103,304000.0,33.88157894736842
Austria,1980,male,15-24 years,180,624400.0,28.827674567584882
Austria,1980,male,25-34 years,187,514800.0,36.324786324786324
Austria,1980,male,35-54 years,461,905500.0,50.91109884041966
Austria,1980,male,5-14 years,22,566200.0,3.885552808194984
Austria,1980,male,55-74 years,367,571900.0,64.17205805210702
Austria,1980,male,75+ years,125,145800.0,85.73388203017832
Austria,1981,female,15-24 years,64,628400.0,10.184595798854234
Austria,1981,female,25-34 years,53,518500.0,10.221793635486982
Austria,1981,female,35-54 years,178,917800.0,19.394203530180867
Austria,1981,female,5-14 years,3,526800.0,0.5694760820045558
Austria,1981,female,55-74 years,197,872700.0,22.573622092357052
Austria,1981,female,75+ years,100,312200.0,32.03074951953875
Austria,1981,male,15-24 years,191,642100.0,29.746145460208687
Austria,1981,male,25-34 years,186,525800.0,35.37466717383035
Austria,1981,male,35-54 years,518,918000.0,56.42701525054466
Austria,1981,male,5-14 years,9,550100.0,1.6360661697873113
Austria,1981,male,55-74 years,384,573900.0,66.91061160480919
Austria,1981,male,75+ years,149,147500.0,101.01694915254237
Austria,1982,female,15-24 years,42,633442.0,6.630441303229025
Austria,1982,female,25-34 years,53,525333.0,10.088838888857163
Austria,1982,female,35-54 years,170,919578.0,18.48674065712751
Austria,1982,female,5-14 years,4,507314.0,0.7884663147478681
Austria,1982,female,55-74 years,208,866386.0,24.007774825539656
Austria,1982,female,75+ years,94,319512.0,29.419865294574226
Austria,1982,male,15-24 years,215,650096.0,33.07203859122345
Austria,1982,male,25-34 years,245,530758.0,46.1603970170963
Austria,1982,male,35-54 years,536,924345.0,57.98700701577874
Austria,1982,male,5-14 years,6,530398.0,1.1312259850150266
Austria,1982,male,55-74 years,329,574304.0,57.28673315874519
Austria,1982,male,75+ years,168,150057.0,111.95745616665667
Austria,1983,female,15-24 years,53,635837.0,8.335469625076867
Austria,1983,female,25-34 years,48,527586.0,9.09804278354619
Austria,1983,female,35-54 years,177,925834.0,19.117898024915913
Austria,1983,female,5-14 years,2,486292.0,0.41127552992852034
Austria,1983,female,55-74 years,220,858519.0,25.625524886461452
Austria,1983,female,75+ years,111,325312.0,34.12108990753492
Austria,1983,male,15-24 years,183,654263.0,27.970403339329902
Austria,1983,male,25-34 years,195,531602.0,36.68157757119047
Austria,1983,male,35-54 years,540,931270.0,57.98533185864465
Austria,1983,male,5-14 years,7,508035.0,1.3778578247561684
Austria,1983,male,55-74 years,353,576234.0,61.25983541408525
Austria,1983,male,75+ years,152,151982.0,100.01184350778382
Austria,1984,female,15-24 years,50,636887.0,7.850686228483232
Austria,1984,female,25-34 years,53,534304.0,9.919446607174942
Austria,1984,female,35-54 years,161,931951.0,17.275586377395378
Austria,1984,female,5-14 years,2,467549.0,0.42776265161512483
Austria,1984,female,55-74 years,200,850995.0,23.501900716220426
Austria,1984,female,75+ years,120,331865.0,36.15928163560484
Austria,1984,male,15-24 years,209,656512.0,31.834909339052448
Austria,1984,male,25-34 years,202,537885.0,37.55449584948456
Austria,1984,male,35-54 years,504,936591.0,53.81217628612703
Austria,1984,male,5-14 years,10,488566.0,2.0468063680239723
Austria,1984,male,55-74 years,342,579994.0,58.96612723579899
Austria,1984,male,75+ years,175,154150.0,113.52578657152124
Austria,1985,female,15-24 years,50,633592.0,7.891513781739668
Austria,1985,female,25-34 years,56,544765.0,10.27966187255055
Austria,1985,female,35-54 years,186,936799.0,19.854846130279814
Austria,1985,female,5-14 years,2,453859.0,0.4406654930275703
Austria,1985,female,55-74 years,220,842978.0,26.097952734235054
Austria,1985,female,75+ years,110,339223.0,32.42704651512427
Austria,1985,male,15-24 years,207,653728.0,31.664545499045477
Austria,1985,male,25-34 years,232,548783.0,42.27536202834271
Austria,1985,male,35-54 years,515,940526.0,54.756593650786904
Austria,1985,male,5-14 years,6,475074.0,1.2629611386857627
Austria,1985,male,55-74 years,355,584253.0,60.76134825152803
Austria,1985,male,75+ years,152,156535.0,97.10288433896572
Austria,1986,female,15-24 years,60,625356.0,9.594534952890832
Austria,1986,female,25-34 years,80,558561.0,14.322518041896945
Austria,1986,female,35-54 years,182,941348.0,19.333976382804234
Austria,1986,female,5-14 years,1,445322.0,0.2245566129676953
Austria,1986,female,55-74 years,195,835145.0,23.349238754946743
Austria,1986,female,75+ years,110,345431.0,31.844275701949158
Austria,1986,male,15-24 years,199,645787.0,30.815113961724226
Austria,1986,male,25-34 years,272,564104.0,48.218059081304155
Austria,1986,male,35-54 years,507,944245.0,53.69369178550059
Austria,1986,male,5-14 years,5,466847.0,1.0710147007477826
Austria,1986,male,55-74 years,355,588309.0,60.342439092381724
Austria,1986,male,75+ years,173,158694.0,109.01483357908931
Austria,1987,female,15-24 years,49,611922.0,8.007556518641266
Austria,1987,female,25-34 years,62,573764.0,10.80583654603635
Austria,1987,female,35-54 years,155,947458.0,16.35956422342732
Austria,1987,female,5-14 years,2,440140.0,0.4544008724496751
Austria,1987,female,55-74 years,230,826662.0,27.822737709003196
Austria,1987,female,75+ years,126,352121.0,35.7831540862374
Austria,1987,male,15-24 years,185,632704.0,29.239581225976128
Austria,1987,male,25-34 years,247,581153.0,42.501716415470625
Austria,1987,male,35-54 years,471,949485.0,49.60583895480182
Austria,1987,male,5-14 years,2,461684.0,0.43319673196385405
Austria,1987,male,55-74 years,332,591322.0,56.14538271872178
Austria,1987,male,75+ years,208,161591.0,128.72004010124326
Austria,1988,female,15-24 years,28,595218.0,4.704158812401507
Austria,1988,female,25-34 years,61,589460.0,10.348454517694162
Austria,1988,female,35-54 years,144,955925.0,15.063943300991186
Austria,1988,female,5-14 years,2,437734.0,0.4568984817263452
Austria,1988,female,55-74 years,186,817219.0,22.7601169331599
Austria,1988,female,75+ years,108,359018.0,30.082057167050117
Austria,1988,male,15-24 years,168,616255.0,27.261442097832877
Austria,1988,male,25-34 years,229,599279.0,38.21258545685732
Austria,1988,male,35-54 years,431,957006.0,45.03629026359292
Austria,1988,male,5-14 years,2,459316.0,0.4354300742843707
Austria,1988,male,55-74 years,309,593425.0,52.07060706913258
Austria,1988,male,75+ years,183,164555.0,111.20901826137158
Austria,1989,female,15-24 years,48,580616.0,8.267081857888863
Austria,1989,female,25-34 years,65,607791.0,10.694465696267303
Austria,1989,female,35-54 years,156,967898.0,16.117400800497574
Austria,1989,female,5-14 years,0,437116.0,0.0
Austria,1989,female,55-74 years,182,807459.0,22.53984412830868
Austria,1989,female,75+ years,134,364652.0,36.74736461064248
Austria,1989,male,15-24 years,163,601397.0,27.10356054320191
Austria,1989,male,25-34 years,218,621738.0,35.06300081384763
Austria,1989,male,35-54 years,402,968546.0,41.50551445155934
Austria,1989,male,5-14 years,6,459307.0,1.306315819266852
Austria,1989,male,55-74 years,358,594776.0,60.19072726539066
Austria,1989,male,75+ years,166,166370.0,99.77760413536095
Austria,1990,female,15-24 years,31,568627.0,5.4517284617156765
Austria,1990,female,25-34 years,53,626994.0,8.453031448466811
Austria,1990,female,35-54 years,150,984274.0,15.23965887547573
Austria,1990,female,5-14 years,2,437872.0,0.45675448532904595
Austria,1990,female,55-74 years,173,802079.0,21.568947697171975
Austria,1990,female,75+ years,132,365227.0,36.1419062665137
Austria,1990,male,15-24 years,150,589106.0,25.462310687720038
Austria,1990,male,25-34 years,209,646830.0,32.31142649536973
Austria,1990,male,35-54 years,418,985787.0,42.40266913643617
Austria,1990,male,5-14 years,1,461126.0,0.21686046763791242
Austria,1990,male,55-74 years,320,598225.0,53.49157925529692
Austria,1990,male,75+ years,186,165206.0,112.58670992578962
Austria,1991,female,15-24 years,34,556831.0,6.1059818867843205
Austria,1991,female,25-34 years,49,644696.0,7.60048146723417
Austria,1991,female,35-54 years,145,1006052.0,14.412773892403177
Austria,1991,female,5-14 years,0,441774.0,0.0
Austria,1991,female,55-74 years,144,804082.0,17.908621260020745
Austria,1991,female,75+ years,98,358612.0,27.327585245334788
Austria,1991,male,15-24 years,153,576378.0,26.5450797913869
Austria,1991,male,25-34 years,197,670763.0,29.36953886842297
Austria,1991,male,35-54 years,402,1008702.0,39.85319747556761
Austria,1991,male,5-14 years,2,465821.0,0.4293494711487889
Austria,1991,male,55-74 years,336,605807.0,55.46320857963015
Austria,1991,male,75+ years,209,160210.0,130.45377941451844
Austria,1992,female,15-24 years,33,544520.0,6.060383456989642
Austria,1992,female,25-34 years,50,660870.0,7.565784496194411
Austria,1992,female,35-54 years,163,1031440.0,15.803148995578995
Austria,1992,female,5-14 years,1,448804.0,0.22281441341877523
Austria,1992,female,55-74 years,132,809987.0,16.29655784599012
Austria,1992,female,75+ years,98,348912.0,28.087311413766223
Austria,1992,male,15-24 years,142,562276.0,25.254501348092397
Austria,1992,male,25-34 years,204,691098.0,29.518244879886787
Austria,1992,male,35-54 years,405,1034871.0,39.135312517212284
Austria,1992,male,5-14 years,5,472966.0,1.0571584426787548
Austria,1992,male,55-74 years,347,615819.0,56.34772554922794
Austria,1992,male,75+ years,179,153805.0,116.38113195279738
Austria,1993,female,15-24 years,35,529287.0,6.612669496889211
Austria,1993,female,25-34 years,54,673654.0,8.015984466803433
Austria,1993,female,35-54 years,140,1054036.0,13.28227878364686
Austria,1993,female,5-14 years,4,454929.0,0.8792580820303828
Austria,1993,female,55-74 years,139,817689.0,16.999128030339165
Austria,1993,female,75+ years,88,339249.0,25.939649048339128
Austria,1993,male,15-24 years,119,544899.0,21.838909596090282
Austria,1993,male,25-34 years,228,706145.0,32.287986178476096
Austria,1993,male,35-54 years,377,1059028.0,35.59868105470299
Austria,1993,male,5-14 years,6,479134.0,1.252259284459045
Austria,1993,male,55-74 years,314,627612.0,50.03091081751146
Austria,1993,male,75+ years,200,147907.0,135.2201045251408
Austria,1994,female,15-24 years,34,510791.0,6.65634280948568
Austria,1994,female,25-34 years,58,679708.0,8.533075967915634
Austria,1994,female,35-54 years,151,1064408.0,14.186289467948379
Austria,1994,female,5-14 years,6,458807.0,1.307739419843202
Austria,1994,female,55-74 years,149,830130.0,17.948995940394877
Austria,1994,female,75+ years,93,335528.0,27.717507927803343
Austria,1994,male,15-24 years,136,525346.0,25.887700677267933
Austria,1994,male,25-34 years,207,711945.0,29.075279691549206
Austria,1994,male,35-54 years,432,1071436.0,40.31972044993822
Austria,1994,male,5-14 years,5,482580.0,1.0360976418417671
Austria,1994,male,55-74 years,331,646545.0,51.19519909673727
Austria,1994,male,75+ years,174,145328.0,119.72916437300452
Austria,1995,female,15-24 years,19,495368.0,3.835532371893219
Austria,1995,female,25-34 years,59,678262.0,8.698703450878863
Austria,1995,female,35-54 years,136,1065630.0,12.762403460863528
Austria,1995,female,5-14 years,0,460945.0,0.0
Austria,1995,female,55-74 years,141,843210.0,16.721813071476856
Austria,1995,female,75+ years,100,341098.0,29.317087757770494
Austria,1995,male,15-24 years,134,509262.0,26.31258566317534
Austria,1995,male,25-34 years,237,707468.0,33.499748398514136
Austria,1995,male,35-54 years,437,1074328.0,40.67659038952722
Austria,1995,male,5-14 years,8,483644.0,1.6541092208318515
Austria,1995,male,55-74 years,333,670553.0,49.66050409139919
Austria,1995,male,75+ years,184,147262.0,124.94737270986406
Austria,1996,female,15-24 years,12,485090.0,2.473767754437321
Austria,1996,female,25-34 years,53,672341.0,7.882904657011844
Austria,1996,female,35-54 years,140,1070879.0,13.073372435167744
Austria,1996,female,5-14 years,0,461711.0,0.0
Austria,1996,female,55-74 years,126,850049.0,14.8226749281512
Austria,1996,female,75+ years,112,351514.0,31.86217334160233
Austria,1996,male,15-24 years,108,498112.0,21.68187074392908
Austria,1996,male,25-34 years,203,696869.0,29.13029565097601
Austria,1996,male,35-54 years,452,1080848.0,41.819016179888386
Austria,1996,male,5-14 years,4,483799.0,0.8267896378454689
Austria,1996,male,55-74 years,381,690803.0,55.15320576199004
Austria,1996,male,75+ years,188,151691.0,123.93615969306025
Austria,1997,female,15-24 years,23,477550.0,4.816249607370956
Austria,1997,female,25-34 years,48,663325.0,7.236271812459955
Austria,1997,female,35-54 years,131,1084510.0,12.079187835981227
Austria,1997,female,5-14 years,1,461121.0,0.2168628190865304
Austria,1997,female,55-74 years,131,850056.0,15.410749409450672
Austria,1997,female,75+ years,83,363002.0,22.86488779676145
Austria,1997,male,15-24 years,121,490385.0,24.674490451380038
Austria,1997,male,25-34 years,201,682210.0,29.463068556602803
Austria,1997,male,35-54 years,379,1095317.0,34.60185498809933
Austria,1997,male,5-14 years,2,483890.0,0.413317076195003
Austria,1997,male,55-74 years,313,704226.0,44.44595910971761
Austria,1997,male,75+ years,159,156997.0,101.2758205570807
Austria,1998,female,15-24 years,24,472685.0,5.077377111607095
Austria,1998,female,25-34 years,45,649694.0,6.926337629714912
Austria,1998,female,35-54 years,116,1103422.0,10.512750334867349
Austria,1998,female,5-14 years,2,460861.0,0.4339703294485756
Austria,1998,female,55-74 years,116,846818.0,13.698338958312176
Austria,1998,female,75+ years,79,374674.0,21.08499655700689
Austria,1998,male,15-24 years,99,486438.0,20.35202841883241
Austria,1998,male,25-34 years,166,663510.0,25.018462419556602
Austria,1998,male,35-54 years,407,1114719.0,36.51144369119034
Austria,1998,male,5-14 years,6,484321.0,1.2388477889664087
Austria,1998,male,55-74 years,334,714245.0,46.7626654719319
Austria,1998,male,75+ years,165,162132.0,101.76892902079787
Austria,1999,female,15-24 years,25,470179.0,5.317123903874907
Austria,1999,female,25-34 years,37,633829.0,5.837536622653744
Austria,1999,female,35-54 years,136,1123652.0,12.103391441478323
Austria,1999,female,5-14 years,1,461473.0,0.21669740158145764
Austria,1999,female,55-74 years,122,845401.0,14.431021491576187
Austria,1999,female,75+ years,108,385369.0,28.025087643271775
Austria,1999,male,15-24 years,99,485374.0,20.396642589013833
Austria,1999,male,25-34 years,161,643115.0,25.034402867294343
Austria,1999,male,35-54 years,386,1135873.0,33.982672358617556
Austria,1999,male,5-14 years,2,485188.0,0.4122113490028607
Austria,1999,male,55-74 years,329,725044.0,45.376556457263284
Austria,1999,male,75+ years,149,167112.0,89.16175977787351
Austria,2000,female,15-24 years,27,469025.0,5.756622781301637
Austria,2000,female,25-34 years,34,617481.0,5.506242297333845
Austria,2000,female,35-54 years,132,1149412.0,11.484132756574665
Austria,2000,female,5-14 years,4,461175.0,0.8673497045590068
Austria,2000,female,55-74 years,143,840225.0,17.01925079591776
Austria,2000,female,75+ years,92,394864.0,23.29916123019571
Austria,2000,male,15-24 years,106,485710.0,21.823721974017417
Austria,2000,male,25-34 years,149,622975.0,23.917492676271117
Austria,2000,male,35-54 years,383,1163122.0,32.92861797816566
Austria,2000,male,5-14 years,4,484798.0,0.8250859120705942
Austria,2000,male,55-74 years,342,730447.0,46.82064544039472
Austria,2000,male,75+ years,172,172839.0,99.51457714983307
Austria,2001,female,15-24 years,18,470456.0,3.8260751271107183
Austria,2001,female,25-34 years,41,600540.0,6.827188863356312
Austria,2001,female,35-54 years,126,1177652.0,10.699255807318291
Austria,2001,female,5-14 years,1,460720.0,0.21705157145337733
Austria,2001,female,55-74 years,129,835836.0,15.433649663331085
Austria,2001,female,75+ years,93,404458.0,22.993734825371238
Austria,2001,male,15-24 years,101,488478.0,20.676468541060192
Austria,2001,male,25-34 years,142,604064.0,23.5074429199555
Austria,2001,male,35-54 years,377,1193029.0,31.60023771425506
Austria,2001,male,5-14 years,1,484025.0,0.2066008987139094
Austria,2001,male,55-74 years,309,735296.0,42.02389241883541
Austria,2001,male,75+ years,151,180006.0,83.88609268579937
Austria,2002,female,15-24 years,17,475095.0,3.5782317220766378
Austria,2002,female,25-34 years,30,583877.0,5.1380684630495805
